fileid,path,attack
36,Test/Contacts/AN10_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-28-16-43-12.bmp,1
37,Test/Contacts/AN10_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-28-16-48-15.bmp,1
38,Test/Contacts/AN10_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-28-16-48-21.bmp,1
39,Test/Contacts/AN10_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-28-16-48-28.bmp,1
40,Test/Contacts/AN10_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-28-16-48-35.bmp,1
41,Test/Contacts/AN10_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-28-16-48-43.bmp,1
42,Test/Contacts/AN10_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-28-16-48-49.bmp,1
43,Test/Contacts/AN10_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-28-16-48-57.bmp,1
44,Test/Contacts/AN10_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-28-16-47-31.bmp,1
45,Test/Contacts/AN10_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-28-16-47-38.bmp,1
46,Test/Contacts/AN10_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-28-16-47-45.bmp,1
47,Test/Contacts/AN10_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-28-16-47-52.bmp,1
48,Test/Contacts/AN10_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-28-16-47-59.bmp,1
49,Test/Contacts/AN10_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-28-16-48-06.bmp,1
50,Test/Contacts/AN11_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-40-37.bmp,1
51,Test/Contacts/AN11_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-40-42.bmp,1
52,Test/Contacts/AN11_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-40-48.bmp,1
53,Test/Contacts/AN11_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-40-54.bmp,1
54,Test/Contacts/AN11_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-41-00.bmp,1
55,Test/Contacts/AN11_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-41-05.bmp,1
56,Test/Contacts/AN11_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-39-54.bmp,1
57,Test/Contacts/AN11_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-40-04.bmp,1
58,Test/Contacts/AN11_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-40-09.bmp,1
59,Test/Contacts/AN11_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-40-15.bmp,1
60,Test/Contacts/AN11_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-40-21.bmp,1
61,Test/Contacts/AN11_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-40-27.bmp,1
62,Test/Contacts/AN11_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-47-47.bmp,1
63,Test/Contacts/AN11_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-47-53.bmp,1
64,Test/Contacts/AN11_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-47-59.bmp,1
65,Test/Contacts/AN11_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-48-04.bmp,1
66,Test/Contacts/AN11_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-48-10.bmp,1
67,Test/Contacts/AN11_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-48-16.bmp,1
68,Test/Contacts/AN11_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-48-21.bmp,1
69,Test/Contacts/AN11_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-46-55.bmp,1
70,Test/Contacts/AN11_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-47-00.bmp,1
71,Test/Contacts/AN11_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-47-11.bmp,1
72,Test/Contacts/AN11_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-47-25.bmp,1
73,Test/Contacts/AN11_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-47-32.bmp,1
74,Test/Contacts/AN11_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-47-40.bmp,1
75,Test/Contacts/AN11_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-26-45.bmp,1
76,Test/Contacts/AN11_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-26-51.bmp,1
77,Test/Contacts/AN11_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-26-59.bmp,1
78,Test/Contacts/AN11_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-27-05.bmp,1
79,Test/Contacts/AN11_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-27-11.bmp,1
80,Test/Contacts/AN11_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-27-17.bmp,1
81,Test/Contacts/AN11_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-27-22.bmp,1
82,Test/Contacts/AN11_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-33-36.bmp,1
83,Test/Contacts/AN11_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-33-43.bmp,1
84,Test/Contacts/AN11_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-33-49.bmp,1
85,Test/Contacts/AN11_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-33-56.bmp,1
86,Test/Contacts/AN11_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-34-02.bmp,1
87,Test/Contacts/AN11_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-34-08.bmp,1
88,Test/Contacts/AN11_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-38-00.bmp,1
89,Test/Contacts/AN11_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-38-07.bmp,1
90,Test/Contacts/AN11_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-38-13.bmp,1
91,Test/Contacts/AN11_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-38-19.bmp,1
92,Test/Contacts/AN11_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-38-26.bmp,1
93,Test/Contacts/AN11_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-38-32.bmp,1
94,Test/Contacts/AN11_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-16-19-38-39.bmp,1
95,Test/Contacts/AN11_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-37-16.bmp,1
96,Test/Contacts/AN11_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-37-25.bmp,1
97,Test/Contacts/AN11_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-37-32.bmp,1
98,Test/Contacts/AN11_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-37-38.bmp,1
99,Test/Contacts/AN11_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-37-45.bmp,1
100,Test/Contacts/AN11_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-16-19-37-51.bmp,1
101,Test/Contacts/AN12_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-11-06.bmp,1
102,Test/Contacts/AN12_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-11-12.bmp,1
103,Test/Contacts/AN12_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-11-19.bmp,1
104,Test/Contacts/AN12_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-11-26.bmp,1
105,Test/Contacts/AN12_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-11-33.bmp,1
106,Test/Contacts/AN12_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-11-44.bmp,1
107,Test/Contacts/AN12_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-10-06.bmp,1
108,Test/Contacts/AN12_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-10-19.bmp,1
109,Test/Contacts/AN12_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-10-27.bmp,1
110,Test/Contacts/AN12_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-10-34.bmp,1
111,Test/Contacts/AN12_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-10-45.bmp,1
112,Test/Contacts/AN12_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-10-54.bmp,1
113,Test/Contacts/AN12_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-04-49.bmp,1
114,Test/Contacts/AN12_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-05-04.bmp,1
115,Test/Contacts/AN12_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-05-28.bmp,1
116,Test/Contacts/AN12_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-05-43.bmp,1
117,Test/Contacts/AN12_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-05-57.bmp,1
118,Test/Contacts/AN12_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-06-05.bmp,1
119,Test/Contacts/AN12_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-27-18-06-19.bmp,1
120,Test/Contacts/AN12_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-03-33.bmp,1
121,Test/Contacts/AN12_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-03-44.bmp,1
122,Test/Contacts/AN12_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-03-51.bmp,1
123,Test/Contacts/AN12_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-03-58.bmp,1
124,Test/Contacts/AN12_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-04-05.bmp,1
125,Test/Contacts/AN12_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-04-14.bmp,1
126,Test/Contacts/AN12_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-04-21.bmp,1
127,Test/Contacts/AN12_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-27-18-04-27.bmp,1
128,Test/Contacts/AN12_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-16-34.bmp,1
129,Test/Contacts/AN12_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-16-41.bmp,1
130,Test/Contacts/AN12_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-16-50.bmp,1
131,Test/Contacts/AN12_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-16-58.bmp,1
132,Test/Contacts/AN12_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-17-05.bmp,1
133,Test/Contacts/AN12_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-17-12.bmp,1
134,Test/Contacts/AN12_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-17-24.bmp,1
135,Test/Contacts/AN12_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-15-43.bmp,1
136,Test/Contacts/AN12_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-15-55.bmp,1
137,Test/Contacts/AN12_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-16-01.bmp,1
138,Test/Contacts/AN12_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-16-08.bmp,1
139,Test/Contacts/AN12_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-16-14.bmp,1
140,Test/Contacts/AN12_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-16-22.bmp,1
141,Test/Contacts/AN12_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-21-14.bmp,1
142,Test/Contacts/AN12_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-21-20.bmp,1
143,Test/Contacts/AN12_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-21-27.bmp,1
144,Test/Contacts/AN12_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-21-33.bmp,1
145,Test/Contacts/AN12_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-21-40.bmp,1
146,Test/Contacts/AN12_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-21-46.bmp,1
147,Test/Contacts/AN12_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-03-09-18-21-53.bmp,1
148,Test/Contacts/AN12_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-20-23.bmp,1
149,Test/Contacts/AN12_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-20-29.bmp,1
150,Test/Contacts/AN12_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-20-35.bmp,1
151,Test/Contacts/AN12_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-20-53.bmp,1
152,Test/Contacts/AN12_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-20-59.bmp,1
153,Test/Contacts/AN12_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-03-09-18-21-05.bmp,1
154,Test/Contacts/AN13_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-21-21.bmp,1
155,Test/Contacts/AN13_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-21-27.bmp,1
156,Test/Contacts/AN13_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-21-34.bmp,1
157,Test/Contacts/AN13_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-21-40.bmp,1
158,Test/Contacts/AN13_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-21-46.bmp,1
159,Test/Contacts/AN13_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-21-56.bmp,1
160,Test/Contacts/AN13_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-20-33.bmp,1
161,Test/Contacts/AN13_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-20-41.bmp,1
162,Test/Contacts/AN13_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-20-47.bmp,1
163,Test/Contacts/AN13_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-20-54.bmp,1
164,Test/Contacts/AN13_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-21-01.bmp,1
165,Test/Contacts/AN13_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-21-08.bmp,1
166,Test/Contacts/AN13_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-25-44.bmp,1
167,Test/Contacts/AN13_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-25-55.bmp,1
168,Test/Contacts/AN13_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-26-01.bmp,1
169,Test/Contacts/AN13_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-26-11.bmp,1
170,Test/Contacts/AN13_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-26-23.bmp,1
171,Test/Contacts/AN13_Day_1_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-20-16-26-29.bmp,1
172,Test/Contacts/AN13_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-25-00.bmp,1
173,Test/Contacts/AN13_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-25-07.bmp,1
174,Test/Contacts/AN13_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-25-13.bmp,1
175,Test/Contacts/AN13_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-25-19.bmp,1
176,Test/Contacts/AN13_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-25-26.bmp,1
177,Test/Contacts/AN13_Day_1_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-20-16-25-35.bmp,1
178,Test/Contacts/AN13_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-41-40.bmp,1
179,Test/Contacts/AN13_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-41-46.bmp,1
180,Test/Contacts/AN13_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-41-52.bmp,1
181,Test/Contacts/AN13_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-41-58.bmp,1
182,Test/Contacts/AN13_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-42-04.bmp,1
183,Test/Contacts/AN13_Day_2_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-42-11.bmp,1
184,Test/Contacts/AN13_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-40-54.bmp,1
185,Test/Contacts/AN13_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-41-01.bmp,1
186,Test/Contacts/AN13_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-41-07.bmp,1
187,Test/Contacts/AN13_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-41-14.bmp,1
188,Test/Contacts/AN13_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-41-20.bmp,1
189,Test/Contacts/AN13_Day_2_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-41-26.bmp,1
190,Test/Contacts/AN13_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-49-08.bmp,1
191,Test/Contacts/AN13_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-49-14.bmp,1
192,Test/Contacts/AN13_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-49-20.bmp,1
193,Test/Contacts/AN13_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-49-27.bmp,1
194,Test/Contacts/AN13_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-49-33.bmp,1
195,Test/Contacts/AN13_Day_2_Outdoor_Spoof_L_UnknownEye_K1_640x480_2017-02-23-18-49-39.bmp,1
196,Test/Contacts/AN13_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-47-57.bmp,1
197,Test/Contacts/AN13_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-48-16.bmp,1
198,Test/Contacts/AN13_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-48-23.bmp,1
199,Test/Contacts/AN13_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-48-29.bmp,1
200,Test/Contacts/AN13_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-48-35.bmp,1
201,Test/Contacts/AN13_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-48-41.bmp,1
202,Test/Contacts/AN13_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-48-41_001.bmp,1
203,Test/Contacts/AN13_Day_2_Outdoor_Spoof_R_UnknownEye_K1_640x480_2017-02-23-18-48-51.bmp,1
204,Test/Contacts/AN14_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-13-45.bmp,1
205,Test/Contacts/AN14_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-13-51.bmp,1
206,Test/Contacts/AN14_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-13-57.bmp,1
207,Test/Contacts/AN14_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-14-03.bmp,1
208,Test/Contacts/AN14_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-14-08.bmp,1
209,Test/Contacts/AN14_Day_1_Indoor_Spoof_L_UnknownEye_K1_640x480_2017-02-10-17-14-14.bmp,1
210,Test/Contacts/AN14_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-12-47.bmp,1
211,Test/Contacts/AN14_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-12-53.bmp,1
212,Test/Contacts/AN14_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-12-59.bmp,1
213,Test/Contacts/AN14_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-13-05.bmp,1
214,Test/Contacts/AN14_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-13-15.bmp,1
215,Test/Contacts/AN14_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-13-24.bmp,1
216,Test/Contacts/AN14_Day_1_Indoor_Spoof_R_UnknownEye_K1_640x480_2017-02-10-17-13-39.bmp,1
